pubDate,title,description
2025-12-11 08:14:00,"금천구, AI 행정 혁신 결실... 행안부 정책연구 발표대회 국무총리상 수...",있다 /제공=금천구청©열린뉴스통신ONA 서울시 금천구(구청장 유성훈)는 행정안전부가 주관한 '제21회... 한 스마트한 부동산 행정을 지속적으로 발전시켜 현장에서 체감할 수 있는 성과를 꾸준히 만들어 가겠다&quot;고 말했다.
2025-12-11 07:46:00,용산정비창에 주택 2만 가구 넣겠다는 정부…서울시는 반발,서울시는 지역 민원과 장애물 등을 고려하며 협의하고 있다는 입장이다. 부동산 업계는 정부가 지자체와 충분히 협의하지 않고 일방적인 공급 발표에 나설 경우 문재인 정부 시절처럼 '속 빈 강정'이 될 것으로 보고... 
2025-12-11 07:44:00,[인터뷰]&quot;유튜브 이렇게 찍으면 세무조사 대상됩니다&quot;,"크리에이터와 건설·부동산 분야를 전문으로 하는 세무대리인으로, 2018~2022년 마포세무서 국선대리인을 지냈으며 현재 서울시 마을세무사로 활동 중이다. 또한 한국세무사회 조세제도연구위원, 세무연수원 교수... "
2025-12-11 07:34:00,"금천구, AI 행정 혁신 결실... 행안부 정책연구 발표대회 국무총리상 수...","데이터·AI 융합한 부동산 행정 혁신, 전국 공무원 연구대회서 주목 AI 기술을 활용한 경계정보 서비스, 주민편익·행정효율 동시 강화 ‘내 집 경계정보 확인 시스템’, 서울시·행안부 연속 수상으로 우수성 입증 수상... "
2025-12-11 07:26:00,"대림1구역, 신통기획 침수 오명 벗고 주택 공급·재난 예방 '일석이조'",한편 오세훈 시장은 12월 10일(수) 대림1구역을 찾아 현장을 점검하고 주민들을 직접 만나 서울시의 정비사업 추진 방안을 공유하고 주민들의 우려와 건의 사항을 청취했다. 오 시장은 &quot;정부의 10.15 부동산 규제대책으로... 
2025-12-11 06:36:00,절반 공실 '가로수길'…압구정 재건축하면 살아난다고?,가로수길 상권 회복의 열쇠는 압구정 재건축이라는 게 부동산 업계의 시각이다. 서울시는 압구정특별계획구역을 통해 압구정동 일대의 노후한 공동주택의 대대적인 재건축을 추진 중이다. 총 6개 구역으로 나뉜 압구정... 
2025-12-11 06:02:00,"반년 만에 10억 뛴 '강남 재건축 대장' 미도, 조합장 놓고 3파전","현장 설명회에 참석한 한 부동산 전문가는 “미도 아파트 전용 84㎡는 착공 시 60억, 준공 시 80억까지 갈 것이라는 전망이 나올 정도로 사업성이 좋다”고 말했다. ◇건설사 임원 VS 서울시의원 VS 건설 원가 전문가... "
2025-12-11 06:02:00,“눈 오면 집 밖을 못 나와요”…폭설 취약지 찾은 서울시 ‘바로봉사단...,이날 서울시자원봉사센터 ‘재난 대응 바로봉사단’은 미아동 주민자치위원회와 함께 ‘겨울愛 나눔-冬네... 그는 “이번 주말에 눈이 올 수 있다는 소식을 듣고 부동산 등 가게에도 제설제를 미리 뿌려달라고 안내할... 
2025-12-11 06:00:00,[오늘(11일)의 경제·산업 주요 일정·행사] '강한 소상공인 상생ON페어...,"(09시, 서울시 영등포구 선유로 146, 지하1층 강당) △ NE능률, 주주총회 개최 (09시, 서울특별시 마포구... 한국부동산원, 주간 아파트 가격 동향 △ 대한상의 이공계 인력부족 실태와 개선방안 보고서 △ 경총... "
2025-12-11 05:20:00,용산 정비창 놓고 서울시·정부 엇박자…&quot;충분한 협의가 첫 단추&quot;,"이번 갈등은 수도권 주택 공급 확대와 부동산 시장 안정 문제를 동시에 담고 있어 주목된다. 국토교통부와 서울시는 현재 협의 중이며, 유휴 부지 활용 등을 포함한 구체적인 공급 방안을 논의하고 있다. 11일 업계에... "
2025-12-11 05:05:00,"연말 수도권 공급방안, 9·7 대책 구체화 초점…내년 초 발표 가능성","11일 정치권과 부동산 업계에 따르면 정부는 도심 수요에 맞춘 주택 공급 정밀 로드맵을 준비하고 있으며... 현재 서울시와 국토부는 용산업무지구 주택 수 조정 문제를 놓고 협의를 진행 중이지만, 최종 결론은 나오지... "
2025-12-11 05:04:00,"상습 호우 피해 영등포 대림1구역, 침수 예방 35층짜리 단지로 재탄생","서울시는 대림1구역에 신속통합기획(신통기획) 2.0을 적용, 2035년까지 총 1026세대를 공급할 계획이라고 10일... 오 시장은 주민들의 우려 사항을 듣고 “정부의 10·15 부동산 대책으로 조합원 지위 양도 제한, 이주비... "
2025-12-11 05:00:00,머니투데이 오프라인 헤드라인-11일,"공직자 부동산 평균 20억…일반 국민의 5배 통일교·민주당 금품수수 의혹…특검, 경찰에 늑장 이첩 '시끌' [정책사회·문화] &quot;내국인도 도시민박 쓸 수 있게…&quot; 서울시, 관광규제 개선 건의 정원오 성동구청장 &quot;구청 간... "
2025-12-11 05:00:00,징수도 폐지도 못 한 재초환… 불확실성만 키우며 '공급 위축·양극화 우...,이연희 더불어민주당 의원실이 서울시로부터 제출받은 ‘서울 재건축 부담금 부과 예상 단지와 조합원... 본지 자문위원인 함영진 우리은행 부동산리서치랩장은 “최근 개포·반포·잠원·방배·여의도·당산 등 강남과... 
2025-12-11 04:31:00,"정원오 &quot;이 대통령과 같은 점은 '일잘러'… 오세훈, 계엄 반대 감사&quot;",다만 내년 6월 지방선거 서울시장 출마 여부에 대해서는 말을 아꼈다. 정 구청장은 10일 성동구에서 열린... 개발 사업에 대한 기대로 가격이 급등한 성수동 부동산에 대한 문제 의식도 드러냈다. 정 구청장은 &quot;최근 (평당)... 
2025-12-11 01:16:00,[뉴스공감] 세운4구역 개발이익 논란을 파헤친다,그리고 지금 서울 시내 지대와 오피스텔 분양가가 매년 한 3%에서 4% 정도 오릅니다. 그러면 이거는 주변 시세에 따르면 한 5천만 원까지도 받을 수 있다고 얘기를 해요. 주변 부동산들은. 세운4구역에서 제일 입지가 좋은... 
2025-12-11 00:33:00,"리모델링 추진하던 서울 아파트들, 재건축으로 선회 움직임",양지영 신한투자증권 수석은 “서울시 차원의 인센티브가 늘었지만 ‘10·15 부동산 대책’으로 재건축 규제도 강화됐기 때문에 사업 지연 가능성 및 그에 따른 금융 비용까지 따져봐야 한다”고 말했다.
2025-12-10 22:34:00,모두싸인이 공개한 한국형 계약 AI “CLM 시장 표준되겠다”,"공공 부문에서는 공무원연금공단, 한국자산관리공사, 서울시 등 200개 이상의 기관이 도입했다. 지난해... 이뿐 아니라 모두싸인은 부동산 시장을 핵심 거점 시장으로 선정하고 생애주기 전략으로 접근한다. 이영준... "
2025-12-10 21:34:00,"오세훈 서울시장, 한국공인중개사협회 만나 부동산 거래 안정화 방안 모...","오 시장은 현장의 반응을 전달받고 “부동산 현장의 최일선에 계신 만큼 부동산 거래 안정화를 위해 힘써달라”라며, “서울시 또한 협회와의 긴밀한 협력으로 힘을 보태겠다”라고 말했다."
2025-12-10 19:31:00,"오세훈 &quot;집값 대책 없다는 대통령 발언, 하면 안 되는 말&quot;",그러면서 &quot;10·15 대책은 당연히 일어날 수 있는 부동산 거래조차 틀어막는 효과는 있을지 몰라도 공급에 확신을 주는 대책이 아니었다&quot;며 주택 공급 대책의 중요성을 강조했다. 최근 논란이 된 서울시의 광화문 '감사의 정원... 
2025-12-10 19:00:00,"오세훈 &quot;대통령 발언, 집값 더 올릴 수 있다...하면 안될 말씀&quot;",오세훈 서울시장이 이재명 대통령의 &quot;수도권 집값에 대책이 없다&quot;는 발언을 정면 비판하며 &quot;시장에 잘못된... 말씀은 부동산 가격을 오히려 앙등시킬 수 있어 하면 안 되는 말씀&quot;이라며 이같이 밝혔다. 앞서 이 대통령은... 
2025-12-10 18:58:00,오세훈 “‘감사의 정원’ 정부개입 과도해…행정 탈 쓴 탄압”,서울시가 광화문 광장에 조성하는 ‘감사의 정원’을 두고 김윤덕 국토교통부 장관이 법적 하자가 있는지... 그러면서 “10·15 대책은 당연히 일어날 수 있는 부동산 거래조차 틀어막는 효과는 있을지 몰라도 공급에 확신을... 
2025-12-10 18:22:00,오세훈 &quot;'감사의 정원' 이 잡듯 뒤지겠다니…행정의 탈 쓴 탄압&quot;(종합),발언&quot; 서울시가 광화문 광장에 조성하는 '감사의 정원'을 두고 김윤덕 국토교통부 장관이 법적 하자가 있는지... 그러면서 &quot;10·15 대책은 당연히 일어날 수 있는 부동산 거래조차 틀어막는 효과는 있을지 몰라도 공급에... 
2025-12-10 18:17:00,오세훈 &quot;대통령 발언 부동산시장 자극 우려&quot;…'총리 하명행정' 직격도,&quot;과거엔 없던 과도한 정치 행위&quot; 정부여당 비판 오세훈 서울시장이 최근 정부가 세운4구역 재개발과 한강버스... ‘10·15 부동산 규제대책’ 후 이재명 대통령의 발언을 두고는 &quot;사실상 서울 집값 잡을 뾰족한 방법이 없다는... 
2025-12-10 18:16:00,오세훈 “집값 대책 없다는 대통령 발언…하시면 안 되는 말씀”,있는 부동산 거래조차 틀어막는 효과는 있을지 몰라도 공급에 확신을 주는 대책이 아니었다”고 비판했다. 아울러 김윤덕 국토교통부 장관이 같은 날 국회 국토교통위원회 전체회의에서 서울시가 추진 중인 감사의 정원에... 
2025-12-10 18:14:00,정원오 “내 별명은 ‘순한 맛 이재명’…대통령과 닮은 점은 ‘일잘러...,서울시 주택 공급 활성화 방안에 대해선 “부동산 분위기가 좋을 땐 재개발·재건축 조합 주민들의 사업 추진 속도가 빨라지는 데 비해 서울시 도시계획심의위원회와 건축위원회 단계에서 진도가 늦어지는 ‘병목 현상’... 
2025-12-10 18:13:00,"&quot;그 땅, 결국 돈 된다&quot; 기대감 폭발…요즘 증권가서 뜨는 회사",기업이 보유한 부동산 가치가 상승하면서 자산 재평가가 이뤄질 것이라는 논리다. 시장 전문가들은 부동산... 서울시가 신세계센트럴과 서울고속버스터미널이 제출한 대규모 개발안을 바탕으로 사전 협상에 들어가자... 
2025-12-10 18:01:00,"정원오 &quot;서울 부동산 급등, 오세훈 책임…李정부, 어쩔 수 없이 나섰다...",'오세훈 칭찬해달라' 요청에는 &quot;오세훈 '계엄 반대' 감사&quot; 화답… &quot;나는 '순한맛 이재명'&quot; 더불어민주당 서울시장 후보군인 정원오 성동구청장이 내년 서울시장 지방선거의 핵심 요인으로 꼽히는 부동산 정책과 관련... 
2025-12-10 17:58:00,"오세훈 시장, 한국공인중개사협회 만나 부동산 거래 안정화 방안 모색","오 시장은 현장의 반응을 전달받고 &quot;부동산 현장의 최일선에 계신 만큼 부동산 거래 안정화를 위해 힘써달라&quot;라며, &quot;서울시 또한 협회와의 긴밀한 협력으로 힘을 보태겠다&quot;고 말했다."
2025-12-10 17:57:00,"김윤덕 &quot;서울시 '감사의 정원, 위반 사항 있으면 법적 처리&quot;",공급과 관련해서는 &quot;서울시와 협조가 아주 잘 되고 있다&quot;며 &quot;다만 일부 지역 주민들의 반대가 있어 주민들과 대화하는 게 필요하다고 생각하고 있다&quot;고 답했습니다. #서울시 #국토부 #부동산 #감사의정원 #광화문 #집값 #아파트
2025-12-10 17:54:00,"오세훈 시장, 공인중개사협회와 '거래 안정화' 해법 논의","교육연수 확대, 전세사기 예방 교육의 공동 개발을 제안했다. 오 시장은 &quot;부동산 현장의 최일선에 계신 만큼 부동산 거래 안정화를 위해 힘써달라&quot;며 &quot;서울시 또한 협회와의 긴밀한 협력으로 힘을 보태겠다&quot;고 전했다."
2025-12-10 17:53:00,이재명 대통령이 띄운 정원오 청장…&quot;한강버스 관광용으로&quot;,"오세훈 서울시장의 역점 사업인 한강버스에 대해 이같이 말했다. 이날 간담회는 정 구청장의 저서 &lt;성수동... 한강버스 사업은 서울시 산하 서울주택도시개발공사(SH)와 이크루즈가 각각 51%, 49%의 지분을 보유한 주식회사... "
2025-12-10 17:48:00,침수 오명 대림1구역 신통기획 '속도',한편 오세훈 시장은 10일 대림1구역을 찾아 현장을 점검하고 주민들을 직접 만나 서울시의 정비사업 추진 방안을 공유하고 주민들의 우려와 건의 사항을 청취했다. 오 시장은 &quot;정부의 10.15 부동산 규제대책으로 조합원... 
2025-12-10 17:48:00,대림1구역 '신통기획' 재개발 속도…오세훈 &quot;주택 빠르게 공급&quot;,▲ 오세훈 서울시장이 10일 서울 영등포구 대림동 대림1구역 재개발 현장을 찾아 사업 추진 현황을 점검하고... 시는 특히 정부의 10·15 부동산 규제로 정비사업 추진 동력이 약해질 수 있다는 시민의 우려를 해소하기... 
2025-12-10 17:44:00,"오세훈 &quot;대통령의 '집값 대책 없다'는 발언, 부동산 시장에 자극&quot;",오세훈 서울시장이 이재명 대통령의 '집값 잡을 대책이 없다'는 발언에 대해 &quot;대통령의 그런 말씀은 부동산 가격을 오히려 앙등시킬 수 있다&quot;고 지적했다. 10일 오 시장은 대림1구역 현장을 방문한 자리에서 기자들과 만나... 
2025-12-10 17:35:00,오세훈 &quot;집값 대책 없다는 대통령 발언 시장 자극&quot;…정부 잇단 시정 지...,▲ 오세훈 서울시장이 10일 서울 영등포구 대림동 대림1구역 재개발 현장을 찾아 사업 추진 현황을 점검하고... 그러면서 &quot;10·15 대책은 당연히 일어날 수 있는 부동산 거래조차 틀어막는 효과는 있을지 몰라도 공급에 확신을... 
2025-12-10 17:34:00,"오세훈 서울시장, 한국공인중개사협회 관계자 만나...현장 목소리 청취",오 시장은 현장의 반응을 전달받고 &quot;부동산 현장의 최일선에 계신 만큼 부동산 거래 안정화를 위해 힘써달라&quot;라며 &quot;서울시 또한 협회와의 긴밀한 협력으로 힘을 보태겠다&quot;라고 말했습니다.
2025-12-10 17:32:00,"오세훈, 대통령 &quot;집값 대책 없다&quot; 발언에 직격…&quot;하시면 안 되는 말씀&quot;",늦어져 부동산 시장 안정화에 도움이 되지 않는다&quot;고 반대했다. 서울시의 '감사의 정원' 조성 사업과 관련해 김윤덕 국토부 장관이 &quot;공사 중지 명령과 함께 형사고발도 가능한 사안&quot;이라고 한 데 대해서 오 시장은 &quot;법적인... 
2025-12-10 17:32:00,대림1 &quot;재개발도 동의율 완화&quot; 호소에…오세훈 시장 &quot;정부에 현장 목소...,서울시 관계자는 “10.15 정부 부동산 규제로 정비사업 추진 동력이 약화 될 수 있다는 시민 우려가 큰 만큼 서울시-국토부 실무협의체를 운영하는 등 정부와의 지속적인 협력 및 개선 건의도 이어갈 것”이라고 말했다.
2025-12-10 17:31:00,상습침수 대림1구역의 변신…오세훈 “현장 목소리 듣는다”,"서울시는 대림1구역에 신속통합기획(신통기획) 2.0을 적용, 2035년까지 총 1026세대를 공급할 계획이라고 10일... 오 시장은 주민들의 우려 사항을 듣고 “정부의 10·15 부동산 대책으로 조합원 지위 양도 제한, 이주비... "
2025-12-10 17:28:00,"오세훈 서울시장, 부동산 거래 침체 해소 위해 공인중개사 현장 의견 청...","전세사기 예방 교육 공동 개발 등 제도적 지원을 요청했다. 오 시장은 &quot;부동산 현장의 최일선에 계신 만큼 부동산 거래 안정화를 위해 힘써달라&quot;라며, &quot;서울시 또한 협회와의 긴밀한 협력으로 힘을 보태겠다&quot;라고 말했다."
2025-12-10 17:25:00,"[동정]오세훈 서울시장, 공인중개사협회와 간담회","오세훈 서울시장이 10일 한국공인중개사협회 관계자들을 만나 부동산 거래시장 상황과 현장의 애로를 청취했다. 이날 간담회에는 협회장과 서울 남·북부회장, 자치구 지회장 등이 참석했다. 협회는 10.15 부동산 대책 이후... "
2025-12-10 17:22:00,"오세훈 서울시장, 공인중개사협 간담회",오세훈 서울시장(가운데)이 10일 서울시청에서 한국공인중개사협회 관계자 등과 부동산 거래 안정화 관련 간담회를 하고 있다. 2025.12.10 [서울시 제공. 재판매 및 DB 금지]
2025-12-10 17:18:00,대림1구역 '신통기획' 재개발 속도…오세훈 &quot;주택 빠르게 공급&quot;,서울시는 대림1구역에 신속통합기획(신통기획) 2.0을 적용해 지역 주거 환경 개선과 재난 예방의 두 마리... 시는 특히 정부의 10·15 부동산 규제로 정비사업 추진 동력이 약해질 수 있다는 시민의 우려를 해소하기 위해... 
2025-12-10 17:17:00,"‘상습 침수’ 대림1구역 2035년 1026세대 재개발 [오늘, 특별시]",서울시는 대림1구역에 신속통합기획(신통기획) 2.0을 적용해 지역 주거 환경 개선과 재난 예방의 두 마리... 시는 특히 정부의 10·15 부동산 규제로 정비사업 추진 동력이 약해질 수 있다는 시민의 우려를 해소하기 위해... 
2025-12-10 17:11:00,"오세훈 시장, 공인중개사협회 만나 “부동산 거래 안정화 협력”","[사진=서울시] 오세훈 서울시장은 10일 한국공인중개사협회 관계자를 만나 10·15 부동산 대책에 따른 영향을 살펴보고, 부동산 거래 안정화 방안을 논의했다. 이날 서울시에 따르면 협회는 오 시장에게 토지거래허가구역... "
2025-12-10 17:05:00,"오세훈 서울시장, 공인중개사협회와 간담회","아울러 무자격자의 불법 중개행위에 대한 강력한 단속과 처벌을 요청하며, 공인중개사 대상 교육연수 확대와 전세사기 예방 교육 프로그램을 서울시와 공동 개발할 것을 제안했다. 오 시장은 &quot;부동산 시장의 최일선에서... "
2025-12-10 17:01:00,"오세훈 &quot;용산국제업무지구 주택 수 확대, 공급 속도 늦춰&quot;","오세훈 서울시장이 용산국제업무지구 주택 공급 물량을 기존 6000가구에서 1만가구 이상으로 확대하는... 오 시장은 이어 &quot;빠른 속도로 많은 물량이 공급이 돼야 부동산 가격이 안정될 텐데, 속도를 포기하고 물량을... "
2025-12-10 17:01:00,영등포 대림1구역 재개발 속도…오세훈 &quot;주택 빠르게 공급&quot;,서울시는 대림1구역에 신속통합기획(신통기획) 2.0을 적용해 지역 주거 환경 개선과 재난 예방의 두 마리... 시는 특히 정부의 10·15 부동산 규제로 정비사업 추진 동력이 약해질 수 있다는 시민의 우려를 해소하기 위해... 
2025-12-10 17:01:00,오세훈 &quot;집값 잡을 뾰족한 수 있다&quot;…대통령 발언 유감·공급 시그널 강...,"서울시는 부동산 규제가 정비사업 추진 동력을 약화하지 않도록 국토교통부와 실무협의체를 운영하며, 제도 개선 의견을 지속해서 전달할 계획이다. 오 시장은 &quot;정부의 부동산 규제로 조합원 지위 양도 제한, 이주비... "
2025-12-10 17:00:00,"정원오 &quot;오세훈, 계엄 반대 감사…한강버스 교통용으론 게임 끝&quot;(종합)",정원오 서울 성동구청장은 10일 오세훈 서울시장에 대해 &quot;계엄 때 계엄에 반대하고 나중에 탄핵에 대한... 정 구청장은 성동구 부동산 문제와 관련 &quot;지나치게 높은 땅값은 부담 가능하지 않을 수 있다. 컨트롤이 꼭... 
2025-12-10 17:00:00,"정원오 &quot;'일잘러' 이 대통령과 공통점...오세훈, 계엄 반대 칭찬&quot;",부동산 문제 해결을 위해선 아파트의 재개발·재건축 속도를 높이는 게 중요하다며 서울시에 몰린 인허가 업무를 일선 구청으로 분담해 병목 현상을 해결해야 한다고 강조했습니다.
2025-12-10 16:50:00,"주요주주 미래에셋자산운용, 신한알파리츠 지분 13.93%로 증가","신한알파리츠는 2018년 8월 8일 코스피 시장에 상장된 부동산 임대 및 공급업체로, 부동산... 기재]서울시 종로구 종로 33발행회사와의 관계임원(등기여부)-직위명-선임일-퇴임일-주요주주10... "
2025-12-10 16:50:00,10개월 만에 '집값 7억' 뛰었는데…또 '교통 호재' 나왔다,"일대 부동산 시장의 가치가 재평가될 것이라는 분석이 나온다. ◇수서광주선, 첫 삽 뜬다 10일 업계에... 서울시는 수서차량기지 위를 덱(deck)으로 덮어 업무·상업 시설과 녹지 공간 등을 조성하는 사업을 추진한다.... "
2025-12-10 16:47:00,"정부 ‘용산 1만호 공급’요구에 오세훈 “공급 더 늦어지고, 집값 더 자...","그는 지난 5일 이 대통령이 ‘서울과 수도권의 집값은 대책이 없다’고 한 발언과 관련 “이명박 전 대통령이 서울시장에 이어 대통령이었을 때는 세곡지구 등 대규모 주택공급 시그널과 계획, 실현을 통해 부동산 가격이... "
2025-12-10 16:46:00,"꽁꽁 언 시장…실수요자 발동동, 추가 공급대책 '터닝포인트' 될까","초강력 부동산 수요억제책인 ‘10·15 주택시장 안정화 대책’이 시행된 지 두 달가량 지났다. 매매와 전세... 국토부는 서울시와의 실무협의체를 출범시키고 유휴 국·공유지와 노후 공공청사, 정비사업 인허가 개선... "
2025-12-10 16:42:00,"오세훈 &quot;대책 없다는 이 대통령 발언, 집값 올릴 수 있어&quot;","상식적이지 않다&quot;고 아쉬움을 드러냈습니다. 그는 &quot;행정의 탈을 쓰고 탄압이 이뤄지고 있다, 이렇게 볼 수밖에 없다&quot;고 덧붙였습니다. #오세훈 #서울시장 #부동산 #집값 #서울 #10·15대책 #주택공급 #이재명 #대통령"
2025-12-10 16:41:00,"오세훈 &quot;집값 대책없다는 李대통령 발언, 가격 올릴 수 있어&quot;",오세훈 서울시장이 최근 서울과 수도권의 집값에 대해 '대책이 없다'고 어려움을 토로한 이재명 대통령의... 그러면서 &quot;10·15 대책은 당연히 일어날 수 있는 부동산 거래조차 틀어막는 효과는 있을지 몰라도 공급에 확신을... 
2025-12-10 16:37:00,"오세훈 &quot;대통령 '집값 대책 없다' 발언, 매수 심리 자극 우려&quot;",오세훈 서울시장이 최근 이재명 대통령이 '서울·수도권 집값 대책이 없다' '쉽게 해결되지 않느다'고 발언한... 말씀은 부동산 가격을 오히려 앙등시킬 수 있어 하시면 안 되는 말씀을 하신 거 아닌가 생각한다&quot;며... 
2025-12-10 16:31:00,"오세훈 “李 대통령의 ‘대책 없다’ 발언, 집값 자극할 수 있어”",뉴스1 오세훈 서울시장이 최근 이재명 대통령의 부동산 대책 관련 발언을 정면으로 비판했다. 이 대통령이 서울과 수도권 집값을 두고 “대책이 없다”고 말한 것은 시장을 자극해 가격 상승 기대를 키울 수 있다는... 
2025-12-10 16:30:00,"정원오 “오세훈, 계엄 반대 감사…한강버스 교통으로는 끝”","이재명 대통령이 공개적으로 칭찬하는 등 내년 6·3 지방선거에서 오세훈 서울시장의 대항마로 거론되는... 정 구청장은 성동구의 부동산 문제와 관련해선 “최근 (평당) 3억5000만 원, 4억 원 하는 곳에 대해선 반드시 조절이... "
2025-12-10 16:28:00,"대림1구역, 신통기획2.0 적용…1026가구 재편","서울시는 대림1구역에 신속통합기획 2.0을 적용, 지역 주거 환경개선과 재난 예방 두 마리 토끼를 동시에... 이와 함께 시의 정비사업 활성화 노력에도 10.15 정부 부동산 규제로 정비사업 추진 동력이 약화 될 수 있다는... "
2025-12-10 16:24:00,"김윤덕 국토장관, &quot;아파트값 과열은 '침소봉대'&quot;",장관은 &quot;부동산 시장 안정은 단순한 문제가 아니다. 인내심 있게 해야 한다&quot;며 &quot;일부 지역의 문제를 과하게... 장관은 &quot;서울시와 여러 차례 협의 중&quot;이라며 &quot;집을 늘리려면 관계기관 협조를 받아야 할 부분도 있다. 계속... 
2025-12-10 16:24:00,"“10·15 규제로 동의율 멈춰”… 오세훈, 대림1구역 찾아 “속도 저하 ...",이투데이=조유정 기자 | 서울 영등포구 대림동 대림1구역 재개발 현장을 찾은 오세훈 서울시장이 10‧15 부동산 규제로 인해 사업 속도가 지연되지 않도록 최선을 다하겠다고 밝혔다. 오 시장은 10일 서울의 대표... 
2025-12-10 16:22:00,대림1구역 '신통기획' 재개발 속도…오세훈 &quot;주택 빠르게 공급&quot;(종합),서울시는 대림1구역에 신속통합기획(신통기획) 2.0을 적용해 지역 주거 환경 개선과 재난 예방의 두 마리... 시는 특히 정부의 10·15 부동산 규제로 정비사업 추진 동력이 약해질 수 있다는 시민의 우려를 해소하기 위해... 
2025-12-10 16:18:00,주택공급 두고 정부‧서울시 엇박자 '우려',10일 서울경제 보도에 따르면 부동산 전문가들은 정부가 서울시 및 각 자치구와 원만하게 협의하지 않고 일방적 발표를 할 경우 차질을 빚을 수 있다고 우려하고 있다. 공급 주택 규모가 축소되는 것은 물론 정부와... 
2025-12-10 16:17:00,오세훈 &quot;용산 1.2만 가구 확대 시 공급 지연…시장 안정에 부담&quot;,오현주 윤주현 기자 = 오세훈 서울시장은 10일 용산국제업무지구 주택공급 확대 방안과 관련해 &quot;주택 공급을 1만 2000가구까지 늘리면 (사업 진행) 속도가 현저히 늦어져 부동산 시장 안정화에 도움이 되지 않는다&quot;고 밝혔다.... 
2025-12-10 16:16:00,"서울시 &quot;대림1구역, 침수 지역서 주거단지로… 재개발 본격화&quot;",오 시장은 &quot;정부의 부동산 규제 대책으로 조합원 지위 양도 제한과 이주비 대출 규제 강화 등 정비사업 추진에 어려움이 우려된다&quot;며 &quot;정부와 협의해 주민 불편을 줄이고 주택공급은 계획대로 이어가겠다&quot;고 밝혔다.
2025-12-10 16:16:00,"오세훈 &quot;집값 대책없다는 李대통령 발언, 가격 올릴 수 있어&quot;",부동산 거래조차 틀어막는 효과는 있을지 몰라도 공급에 확신을 주는 대책이 아니었다&quot;고 주택 공급 대책의 중요성을 강조했다. 오 시장은 또 김윤덕 국토교통부 장관이 이날 국회 국토교통위원회 전체회의에서 서울시가... 
2025-12-10 16:14:00,"대림1구역, 신통개발 2.0 적용…침수 피해지역에서 대단지 아파트로",10일 서울시는 영등포구 대림동 855-1번지 일대 대림1구역에 신통기획 2.0을 적용해 지역 주거 환경개선과... 특히 10·15 부동산 대책으로 정비사업 추진 동력이 약화될 수 있다는 우려에 대응하고자 서울-국토부... 
2025-12-10 16:13:00,李 “집값 대책 없다” 발언에 김윤덕 국토장관 “왕도가 없다는 표현으...,그러면서 “부동산을 안정화하는 건 단순한 문제가 아니고 상당히 복잡한 과정을 통해서 인내심 있게 해야 하는 과정”이라고 했다. 서울 주택 공급 문제 관련해선 서울시와 협의하고 있다고 강조했다. 김 장관은 이연희... 
2025-12-10 16:11:00,"오세훈 &quot;대통령 발언, 집값 자극 우려&quot;…&quot;대규모 공급 시그널 필요&quot;",오세훈 서울시장이 이재명 대통령의 &quot;집값을 잡을 대책이 없다&quot;는 취지의 발언에 대해 유감을 표했다. 오... 오 시장은 10일 대림1구역 재개발 현장 방문 후 취재진과 만나 &quot;대통령의 그런 말씀은 부동산 가격을 오히려... 
2025-12-10 16:06:00,"대림1구역, 신속통합기획 2.0 적용… 2035년까지 35층·1026가구 아파트...","최근 정부의 '10·15 부동산 대책'으로 조합원 지위 양도 제한, 이주비 대출 규제 등 정비사업 추진이 위축될 수 있다는 주민 우려가 커지고 있다. 서울시는 이를 해소하기 위해 국토교통부와 실무협의체를 운영하며... "
2025-12-10 15:46:00,"대림1구역, 최고 35층 1026세대 단지로···2035년까지",서울시는 대림1구역에 신속통합기획(신통기획) 2.0을 적용해 지역 주거 환경 개선과 재난 예방의 두 마리... 시는 특히 정부의 10·15 부동산 규제로 정비사업 추진 동력이 약해질 수 있다는 시민의 우려를 해소하기 위해... 
2025-12-10 15:36:00,"“그 집은 임대래” 50억 아파트 단지에 도는 배치표, 어떻게 생각하십...",강남권 부동산 업계 관계자 지난 5월 정비업계를 뒤흔든 ‘한강뷰 재건축 단지 임대 세대 배치’ 논란도 이 같은 인식을 보여준다. 잠실주공5단지가 서울시로부터 소셜믹스 원칙에 따라 한강변 고층부에도 임대 배치... 
2025-12-10 15:34:00,"대림1구역, 8개월만에 추진위 설립…2035년까지 1026가구 공급",이날 오세훈 서울시장은 대림1구역을 찾아 현장을 점검하고 주민들을 직접 만나 서울시의 정비사업 추진 방안을 공유하고 주민들의 우려와 건의 사항을 청취했다. 오 시장은 &quot;정부의 10·15 부동산 규제대책으로... 
2025-12-10 15:33:00,대림1구역 재개발 ‘신통기획’으로 속도…“주택 공급으로 시장 안정”,"오늘(10일) 현장을 찾은 오세훈 서울시장은 “10·15 부동산 규제 대책으로 조합원 지위 양도 제한, 이주비 대출 규제 강화 등 거래 위축과 사업 부담이 예상된다”며 “양질의 주택을 더 많이 더 빠르게 공급해... "
2025-12-10 15:28:00,주택공급 정책 국토부 vs 서울시 '동상이몽',당시 오세훈 서울시장은 &quot;정부의 9·7 부동산대책은 공공이 주도한 공급 확대가 주요 내용인데 현실감이 많이 떨어진다&quot;며 &quot;지난 20년간 서울에 공급된 주택 88.1%는 민간이 담당했고 공공주택 12% 중 LH 비중은 고작 2%에... 
